taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated	paired_fin
Zesticelus profundorum	1	?	1	?	1	0	3
Farlowella amazonum	1	?	2	?	1	0	3
Ariosoma major	1	0	1	0	1	1	2
Daruma sagamia	1	?	1	?	1	0	3
Dactyloptena peterseni	?	1	?	2	0	1	3
Labroides pectoralis	1	?	1	?	1	0	3
Pseudancistrus pectegenitor	1	?	2	?	1	0	3
Synodus lacertinus	?	1	?	2	0	1	3
Harttia leiopleura	1	?	2	?	1	0	3
Cynoglossus joyneri	0	0	0	0	1	1	0
Pseudorhombus spinosus	1	?	2	?	1	0	3
Gymnorhamphichthys rosamariae	1	0	1	0	1	1	2
Ariosoma nigrimanum	1	0	1	0	1	1	2
Sargocentron spiniferum	?	1	?	2	0	1	3
Gnathophis microps	?	0	?	0	0	1	2
Chiloglanis polyodon	1	?	2	?	1	0	3
Neofundulus paraguayensis	1	?	1	?	1	0	3
Thalassoma purpureum	1	?	1	?	1	0	3
Lacustricola jeanneli	1	?	2	?	1	0	3
Brachyplatystoma juruense	1	1	2	2	1	0	3
Diaphus subtilis	?	1	?	2	0	1	3
Halichoeres pardaleocephalus	1	?	1	?	1	0	3
Bathydraco marri	1	1	2	2	1	1	3
Chiloglanis disneyi	1	1	2	2	0	0	3
Bagarius bagarius	1	1	2	2	0	0	3
Paraliparis megalopus	1	0	1	0	1	1	2
Hemibagrus filamentus	1	?	2	?	1	0	3
Corydoras geryi	1	?	2	?	1	0	3
Leptoglanis bouilloni	1	?	2	?	1	0	3
Thorichthys pasionis	?	1	?	2	0	0	3
Cottus poecilopus	1	?	1	?	1	0	3
Pellona ditchela	1	1	1	1	1	0	3
Cirrhilabrus filamentosus	1	1	2	2	1	1	3
Listrura picinguabae	1	?	1	?	1	0	3
Brachyhypopomus bombilla	1	0	1	0	1	1	2
Blachea xenobranchialis	?	0	?	0	0	1	2
Grammatostomias circularis	?	1	?	1	0	1	3
Herklotsichthys dispilonotus	1	1	1	2	1	0	3
Gymnotus pantherinus	1	0	1	0	1	1	2
Gonichthys barnesi	?	1	?	2	0	1	3
Zeugopterus regius	1	?	2	?	0	0	3
Pimelodella tapatapae	1	?	2	?	1	0	3
Hydrolycus wallacei	1	1	2	2	0	0	3
Hypophthalmus edentatus	1	1	2	2	0	0	3
Phenacorhamdia unifasciata	1	1	2	2	0	0	3
Fundulopanchax traudeae	1	?	2	?	1	0	3
Homodiaetus anisitsi	1	?	1	?	1	0	3
Epiplatys coccinatus	1	?	2	?	1	0	3
Scolecenchelys gymnota	?	0	?	0	0	1	2
Trichomycterus pauciradiatus	1	?	1	?	1	0	3
Glyptosternon akhtari	1	?	2	?	1	0	3
Glyptothorax annandalei	1	?	2	?	1	0	3
Squaliforma annae	1	?	2	?	1	0	3
Xenoclarias eupogon	1	?	1	?	1	0	3
Uranoscopus japonicus	1	?	2	?	1	0	3
Phallostethus lehi	1	0&1	1	0&1	1	0	2
Pterocryptis verecunda	1	?	1	?	1	0	3
Gymnothorax phalarus	0	0	0	0	1	1	0
Jenynsia weitzmani	1	?	2	?	1	0	3
Ancistrus galani	1	?	2	?	1	0	3
Pimelodella griffini	1	?	2	?	1	0	3
Pangasius nasutus	1	1	2	2	1	0	3
Zesticelus bathybius	1	?	1	?	1	0	3
Imparfinis borodini	1	1	2	2	0	0	3
Bathysauropsis gracilis	1	1	2	2	0	0	3
Cathorops kailolae	1	?	2	?	1	0	3
Epiplatys barmoiensis	1	?	2	?	1	0	3
Trachinus pellegrini	1	?	2	?	1	0	3
Scopelopsis multipunctatus	?	1	?	2	0	1	3
Lophiodes kempi	1	?	2	?	1	0	3
Trachyglanis intermedius	1	?	2	?	1	0	3
Eustomias enbarbatus	?	1	?	1	0	1	3
Gymnothorax randalli	0	0	0	0	1	1	0
Farlowella vittata	1	?	2	?	1	0	3
Cottus ricei	1	?	1	?	1	0	3
Ancistrus dubius	1	?	2	?	1	0	3
Mystus impluviatus	1	?	2	?	1	0	3
Phalloceros enneaktinos	1	?	2	?	1	0	3
Synodontis serratus	1	1	2	2	0	0	3
Cirrhilabrus melanomarginatus	1	1	2	2	1	1	3
Chlidichthys cacatuoides	1	1	1	1	1	1	3
Imparfinis longicaudus	1	?	2	?	1	0	3
Careproctus leptorhinus	1	?	1	?	1	0	3
Rheoglanis dendrophorus	1	?	2	?	1	0	3
Symphurus marginatus	0	0	0	0	1	1	0
Parakysis notialis	1	?	2	?	1	0	3
Parapercis robinsoni	1	?	2	?	1	0	3
Xenojulis margaritaceus	1	?	1	?	1	0	3
Heterobranchus longifilis	1	1	2	2	0	0	3
Pseudobagrus tenuis	1	?	2	?	1	0	3
Pardachirus marmoratus	?	1	?	1	0	1	3
Cynoglossus monodi	0	0	0	0	1	1	0
Hisonotus notatus	1	?	2	?	0	0	3
Eustomias achirus	?	1	?	1	0	1	3
Chrysichthys uniformis	1	?	2	?	1	0	3
Meiacanthus phaeus	1	?	1	?	1	0	3
Aphanius transgrediens	1	?	1	?	1	0	3
Wallago attu	1	1	1	2	1	0	3
Gymnoscopelus hintonoides	?	1	?	2	0	1	3
Echiophis creutzbergi	?	0	?	0	0	1	2
Pamphorichthys hollandi	1	?	2	?	1	0	3
Pseudobagarius similis	1	?	2	?	1	0	3
Synodontis frontosus	1	?	2	?	1	0	3
Scriptaphyosemion nigrifluvi	1	?	2	?	1	0	3
Bullockia maldonadoi	1	?	1	?	1	0	3
Parabothus amaokai	1	1	1	1	1	1	3
Apodichthys sanctaerosae	1	0	1	0	1	1	2
Thaumatichthys binghami	1	0	1	0	1	1	2
Bathysaurus ferox	1	1	2	2	0	0	3
Bascanichthys ceciliae	?	0	?	0	0	1	2
Trichomycterus castroi	1	?	1	?	1	0	3
Delturus parahybae	1	?	2	?	1	0	3
Liparis dennyi	1	?	1	?	1	0	3
Lycodes squamiventer	1	?	1	?	1	0	3
Euchilichthys royauxi	1	1	2	2	0	0	3
Saurida micropectoralis	?	1	?	2	0	1	3
Panturichthys longus	0	0	0	0	1	1	0
Stichaeopsis nana	1	?	1	?	1	0	3
Chiloglanis microps	1	?	2	?	1	0	3
Oligoplites saliens	1	?	1	?	1	0	3
Oneirodes dicromischus	1	0	1	0	1	1	2
Plicofollis argyropleuron	1	1	2	2	0	0	3
Austrolycus laticinctus	1	?	1	?	1	0	3
Clarias teijsmanni	1	1	1	2	1	0	3
Sperata aor	1	1	2	2	0	0	3
Notoscopelus bolini	?	1	?	2	0	1	3
Sardinella gibbosa	1	?	1	?	1	0	3
Microphis pleurostictus	?	0	?	0	0	1	2
Catathyridium garmani	?	1	?	1	0	1	3
Natalichthys sam	1	?	1	?	1	0	3
Mystus mysticetus	1	?	2	?	1	0	3
Gilchristella aestuaria	1	1	1	1	1	0	3
Henonemus taxistigmus	1	?	1	?	1	0	3
Poeciliopsis baenschi	1	?	2	?	1	0	3
Borostomias mononema	?	1	?	1	0	1	3
Petrocephalus binotatus	?	1	?	1	0	1	3
Anchoa januaria	?	1	?	1	0	0	3
Cyprinodon elegans	1	?	1	?	1	0	3
Synodus tectus	?	1	?	2	0	1	3
Microglanis variegatus	1	?	2	?	1	0	3
Phyllonemus filinemus	1	1	2	2	0	0	3
Neoarius graeffei	1	1	2	2	0	0	3
Bothus guibei	1	1	1	1	1	1	3
Heteroconger perissodon	0	0	0	0	1	1	0
Opisthonema libertate	1	?	1	?	1	0	3
Engyprosopon latifrons	1	1	1	1	1	1	3
Mimagoniates barberi	?	1	?	2	0	0	3
Cottiusculus gonez	1	?	1	?	1	0	3
Corydoras osteocarus	1	1	2	2	0	0	3
Clarias macromystax	1	?	1	?	1	0	3
Austrolebias vandenbergi	1	?	1	?	1	0	3
Pseudomystus mahakamensis	1	?	2	?	1	0	3
Pimelodella geryi	1	?	2	?	1	0	3
Hemibagrus menoda	1	1	2	2	0	0	3
Corydoras simulatus	1	?	2	?	1	0	3
Ecsenius aequalis	1	?	1	?	1	0	3
Paraliparis duhameli	1	0	1	0	1	1	2
Sargocentron diadema	?	1	?	2	0	1	3
Arnoglossus sayaensis	1	1	1	1	1	1	3
Elassodiscus obscurus	1	?	1	?	1	0	3
Cobitis striata	1	1	2	2	0	0	3
Hippocampus subelongatus	?	0	?	0	0	1	2
Strongylura marina	1	1	1	2	1	0	3
Meiacanthus kamoharai	1	?	1	?	1	0	3
Tatia gyrina	1	?	2	?	0	0	3
Leptostomias gladiator	?	1	?	1	0	1	3
Harpagifer palliolatus	1	?	2	?	1	0	3
Cyprinodon salinus	1	?	1	?	1	0	3
Careproctus segaliensis	1	?	1	?	1	0	3
Tetracamphilius pectinatus	1	?	2	?	1	0	3
Lycodes matsubarai	1	?	1	?	1	0	3
Epiplatys singa	1	?	2	?	1	0	3
Nemapteryx augusta	1	1	2	2	0	0	3
Neocyema erythrosoma	0&1	0	0&1	0	0	0	0
Bodianus albotaeniatus	1	?	1	?	1	0	3
Cnesterodon raddai	1	?	2	?	1	0	3
Halicampus zavorensis	?	0	?	0	0	1	2
Champsodon omanensis	1	?	2	?	1	0	3
Antennablennius adenensis	1	?	1	?	1	0	3
Pungitius kaibarae	1	?	1	?	1	0	3
Hypostomus microstomus	1	?	2	?	1	0	3
Notolabrus gymnogenis	1	?	1	?	1	0	3
Hoplunnis macrura	1	0	1	0	1	1	2
Parabothus malhensis	1	1	1	1	1	1	3
Xenocephalus armatus	1	?	2	?	1	0	3
Takifugu snyderi	1	1	1	2	1	1	3
Gosztonyia antarctica	1	?	1	?	1	0	3
Pseudoplatystoma metaense	1	?	2	?	1	0	3
Cyprinella xaenura	1	1	2	2	0	0	3
Sternarchorhynchus kokraimoro	1	0	1	0	1	1	2
Ecsenius ops	1	?	1	?	1	0	3
Melanorivulus punctatus	1	?	1	?	1	0	3
Ancharius fuscus	1	1	2	2	1	0	3
Pelteobagrus ussuriensis	1	1	2	2	0	0	3
Brevoortia gunteri	1	?	1	?	1	0	3
Eustomias dinema	?	1	?	1	0	1	3
Dysomma anguillare	?	0	?	0	0	1	2
Sudis hyalina	1	1	2	2	0	0	3
Allocareproctus tanix	1	?	1	?	1	0	3
Sargocentron ittodai	?	1	?	2	0	1	3
Osopsaron karlik	1	?	2	?	1	0	3
Rhynchoconger gracilior	?	0	?	0	0	1	2
Gila coerulea	1	?	2	?	1	0	3
Profundulus oaxacae	1	?	2	?	1	0	3
Batrochoglanis acanthochiroides	1	?	2	?	1	0	3
Mystus cavasius	1	1	2	2	0	0	3
Fundulopanchax arnoldi	1	?	2	?	1	0	3
Doumea typica	1	1	2	2	0	0	3
Plesiolebias glaucopterus	1	?	1	?	1	0	3
Cyprinodon simus	1	?	1	?	1	0	3
Pseudobagrus brevicaudatus	1	?	2	?	1	0	3
Acanthaluteres vittiger	1	0	1	0	1	1	2
Pristigaster whiteheadi	1	?	1	?	1	0	3
Tandanus tandanus	1	1	2	2	0	0	3
Hypostomus latifrons	1	?	2	?	1	0	3
Eumicrotremus barbatus	1	?	1	?	1	0	3
Paraliparis grandis	1	0	1	0	1	1	2
Onuxodon margaritiferae	1	0	1	0	1	1	2
Diaphus rafinesquii	?	1	?	2	0	1	3
Clariallabes centralis	1	?	1	?	1	0	3
Pseudobagrus hwanghoensis	1	?	2	?	1	0	3
Hemipsilichthys papillatus	1	?	2	?	1	0	3
Parapercis muronis	1	?	2	?	1	0	3
Notropis braytoni	1	1	2	2	0	0	3
Scopelarchus michaelsarsi	1	1	2	2	1	1	3
Clarias submarginatus	1	?	1	?	1	0	3
Careproctus polarsterni	1	?	1	?	1	0	3
Careproctus rimiventris	1	?	1	?	1	0	3
Gastromyzon borneensis	1	1	2	1	0	0	3
Aseraggodes zizette	?	1	?	1	0	1	3
Thalassoma jansenii	1	?	1	?	1	0	3
Linophryne brevibarbata	1	0	1	0	1	1	2
Pimelodella modestus	1	?	2	?	1	0	3
Haliophis diademus	1	?	1	?	1	0	3
Astronesthes atlanticus	?	1	?	1	0	1	3
Hollardia goslinei	1	1	1	1	1	1	3
Cirrhilabrus katherinae	1	1	2	2	1	1	3
Trichomycterus tiraquae	1	?	1	?	1	0	3
Escualosa elongata	1	?	1	?	1	0	3
Suezichthys notatus	1	?	1	?	1	0	3
Microchirus ocellatus	?	1	?	1	0	1	3
Eustomias macronema	?	1	?	1	0	1	3
Oneirodes basili	1	0	1	0	1	1	2
Dactylopsaron dimorphicum	1	?	2	?	1	0	3
Rosenblattichthys alatus	1	1	2	2	1	1	3
Apteronotus spurrellii	1	0	1	0	1	1	2
Synodontis afrofischeri	1	?	2	?	1	0	3
Aseraggodes herrei	?	1	?	1	0	1	3
Anguilla japonica	1	0	1	0	1	1	2
Aphyosemion buytaerti	1	?	2	?	1	0	3
Sundadanio axelrodi	1	?	2	?	0	0	3
Xiphophorus continens	1	?	2	?	1	0	3
Antennarius indicus	1	1	1	1	1	1	3
Vitiaziella cubiceps	1	0	1	0	0	0	2
Parapercis millepunctata	1	?	2	?	1	0	3
Cynoglossus waandersii	0	0	0	0	1	1	0
Bagropsis reinhardti	1	?	2	?	1	0	3
Paedocypris progenetica	1	?	2	?	1	0	3
Myrophis anterodorsalis	?	0	?	0	0	1	2
Chloroscombrus chrysurus	1	?	1	?	1	0	3
Ophichthus madagascariensis	?	0	?	0	0	1	2
Polyacanthonotus rissoanus	?	1	?	2	0	1	3
Lampanyctus tenuiformis	?	1	?	2	0	1	3
Astroblepus grixalvii	1	1	2	2	0	0	3
Liparis tunicatus	1	?	1	?	1	0	3
Linophryne algibarbata	1	0	1	0	1	1	2
Trachinotus blochii	1	?	1	?	1	0	3
Lycodapus parviceps	1	?	1	?	1	0	3
Decapterus koheru	1	?	1	?	1	0	3
Hemiancistrus aspidolepis	1	1	2	2	0	0	3
Sympterichthys moultoni	1	?	2	?	1	0	3
Paraliparis fuscolingua	1	0	1	0	1	1	2
Nematogenys inermis	1	1	2	2	0	0	3
Chrysichthys ansorgii	1	1	2	2	0	0	3
Lophiodes fimbriatus	1	?	2	?	1	0	3
Gymnelus obscurus	1	?	1	?	1	0	3
Cirrhilabrus cenderawasih	1	1	2	2	1	1	3
Cynoglossus sinusarabici	0	0	0	0	1	1	0
Allotoca zacapuensis	1	?	1	?	1	0	3
Pimelodus paranaensis	1	?	2	?	1	0	3
Parakysis anomalopteryx	1	1	2	2	0	0	3
Nannoglanis fasciatus	1	?	2	?	1	0	3
Austrolebias cyaneus	1	?	1	?	1	0	3
Linophryne racemifera	1	0	1	0	1	1	2
Dasyloricaria seminuda	1	?	2	?	1	0	3
Fundulus seminolis	1	?	2	?	1	0	3
Halimuraena lepopareia	1	?	1	?	1	0	3
Symphurus megasomus	0	0	0	0	1	1	0
Spatuloricaria phelpsi	1	?	2	?	1	0	3
Naucrates ductor	1	?	1	?	1	0	3
Gnathophis heterognathos	?	0	?	0	0	1	2
Synodus poeyi	?	1	?	2	0	1	3
Aphyosemion chauchei	1	?	2	?	1	0	3
Lipopterichthys carrioni	1	1	2	2	0	0	3
Protomyctophum kolaevi	?	1	?	2	0	1	3
Simpsonichthys fulminantis	1	?	1	?	1	0	3
Pseudochromis viridis	1	1	1	1	1	1	3
Poeciliopsis infans	1	?	2	?	1	0	3
Rhinecanthus rectangulus	1	1	1	2	1	1	3
Coloconger scholesi	1	0	1	0	1	1	2
Moxostoma erythrurum	?	1	?	2	0	0	3
Chiloglanis marlieri	1	?	2	?	1	0	3
Cynoglossus cynoglossus	0	0	0	0	1	1	0
Aseraggodes suzumotoi	?	1	?	1	0	1	3
Aphyosemion thysi	1	?	2	?	1	0	3
Careproctus mollis	1	?	1	?	1	0	3
Hypostomus watwata	1	1	2	2	0	0	3
Chrionema squamentum	1	?	2	?	1	0	3
Xiphister mucosus	1	?	1	?	1	0	3
Remora remora	1	1	2	2	0	0	3
Hoplunnis punctata	1	0	1	0	1	1	2
Malacosteus australis	?	1	?	1	0	1	3
Syngnathus macrophthalmus	?	0	?	0	0	1	2
Sternarchorhynchus retzeri	1	0	1	0	1	1	2
Paramonacanthus arabicus	1	0	1	0	1	1	2
Bothus ocellatus	1	1	1	2	1	0	3
Naso maculatus	1	1	1	1	1	1	3
Ostichthys sheni	?	1	?	2	0	1	3
Pimelodella megalops	1	?	2	?	1	0	3
Simpsonichthys stellatus	1	?	1	?	1	0	3
Erimystax x-punctatus	1	?	2	?	1	0	3
Pseudostegophilus nemurus	1	?	1	?	1	0	3
Uropterygius polystictus	0	0	0	0	1	1	0
Bothus constellatus	1	1	1	1	1	1	3
Aphos porosus	1	1	2	2	1	1	3
Nerophis lumbriciformis	?	0	?	0	0	1	2
Hybopsis amnis	1	1	2	2	0	0	3
Facciolella castlei	0	0	0	0	1	1	0
Tylosurus choram	1	?	1	?	1	0	3
Lepidotrigla japonica	1	?	1	?	1	0	3
Hypostomus tietensis	1	?	2	?	1	0	3
Fundulus catenatus	1	?	2	?	1	0	3
Luxilus pilsbryi	1	1	2	2	0	0	3
Algansea tincella	1	1	2	2	0	0	3
Ictalurus furcatus	1	1	2	2	0	0	3
Synodontis pleurops	1	1	2	2	0	0	3
Pseudomystus flavipinnis	1	?	2	?	1	0	3
Malapterurus punctatus	1	?	2	?	1	0	3
Salarias fasciatus	1	?	1	?	1	0	3
Heteromycteris proboscideus	?	1	?	1	0	1	3
Hisonotus nigricauda	1	?	2	?	0	0	3
Pterothrissus belloci	?	1	?	1	0	1	3
Campichthys tryoni	?	0	?	0	0	1	2
Nelabrichthys ornatus	1	?	1	?	1	0	3
Stomias nebulosus	?	1	?	1	0	1	3
Loricaria apeltogaster	1	?	2	?	1	0	3
Enophrys taurina	1	?	1	?	1	0	3
Syngnathoides biaculeatus	?	0	?	0	0	1	2
Synbranchus madeirae	0	0	0	0	0	0	0
Synodontis schoutedeni	1	?	2	?	1	0	3
Bagrus orientalis	1	?	2	?	1	0	3
Lycenchelys plicifera	1	?	1	?	1	0	3
Pseudochromis jace	1	1	1	1	1	1	3
Parablennius thysanius	1	?	1	?	1	0	3
Eustomias austratlanticus	?	1	?	1	0	1	3
Oneirodes schmidti	1	0	1	0	1	1	2
Psednos anoderkes	1	?	1	?	1	0	3
Cryothenia amphitreta	1	?	2	?	1	0	3
Pseudexostoma yunnanense	1	1	2	2	0	0	3
Synodontis serpentis	1	?	2	?	1	0	3
Allosmerus elongatus	1	?	2	?	1	0	3
Careproctus pycnosoma	1	?	1	?	1	0	3
Chiloglanis ruziziensis	1	?	2	?	1	0	3
Canthidermis maculata	1	1	1	2	1	1	3
Pseudolabrus japonicus	1	?	1	?	1	0	3
Acestridium discus	1	?	2	?	0	0	3
Symphurus orientalis	0	0	0	0	1	1	0
Hypostomus tapanahoniensis	1	?	2	?	1	0	3
Hypostomus carvalhoi	1	?	2	?	1	0	3
Albula nemoptera	?	1	?	1	0	1	3
Halichoeres prosopeion	1	?	1	?	1	0	3
Bolinichthys photothorax	?	1	?	2	0	1	3
Macrhybopsis gelida	1	1	2	2	0	0	3
Phaenomonas longissima	?	0	?	0	0	1	2
Ecsenius collettei	1	?	1	?	1	0	3
Gigantactis elsmani	1	0	1	0	1	1	2
Pseudochromis fuscus	1	1	1	1	1	1	3
Tripodichthys oxycephalus	1	1	2	2	1	1	3
Dolopichthys pullatus	1	0	1	0	1	1	2
Priapichthys darienensis	1	?	2	?	1	0	3
Achoerodus gouldii	1	?	1	?	1	0	3
Goeldiella eques	1	1	2	2	0	0	3
Aspidoras pauciradiatus	1	1	2	2	1	0	3
Synodontis rufigiensis	1	?	2	?	1	0	3
Oneirodes plagionema	1	0	1	0	1	1	2
Austrolebias monstrosus	1	?	1	?	1	0	3
Gigantactis golovani	1	0	1	0	1	1	2
Symphodus melanocercus	1	1	2	2	1	1	3
Syngnathus tenuirostris	?	0	?	0	0	1	2
Suezichthys arquatus	1	?	1	?	1	0	3
Stelgistrum concinnum	1	?	1	?	1	0	3
Cirripectes springeri	1	?	1	?	1	0	3
Aseraggodes whitakeri	?	1	?	1	0	1	3
Pungitius laevis	1	?	1	?	1	0	3
Pareuchiloglanis tianquanensis	1	?	2	?	1	0	3
Bagrichthys micranodus	1	1	2	2	0	0	3
Astronesthes similus	?	1	?	1	0	1	3
Careproctus smirnovi	1	?	1	?	1	0	3
Zoarces viviparus	1	?	1	?	1	0	3
Fundulopanchax avichang	1	?	2	?	1	0	3
Astyanax kompi	1	?	2	?	1	0	3
Corydoras ehrhardti	1	?	2	?	0	0	3
Acanthaluteres brownii	1	0	1	0	1	1	2
Heteromycteris oculus	?	1	?	1	0	1	3
Corydoras amandajanea	1	?	2	?	1	0	3
Hypostomus francisci	1	1	2	2	0	0	3
Astyanax giton	1	?	2	?	1	0	3
Platydoras costatus	1	1	2	2	0	0	3
Cetopsis candiru	1	1	2	2	0	0	3
Gymnothorax ypsilon	0	0	0	0	1	1	0
Limnichthys fasciatus	1	?	1	?	1	0	3
Priapella compressa	1	?	2	?	1	0	3
Cirrhilabrus aurantidorsalis	1	1	2	2	1	1	3
Noturus fasciatus	1	?	2	?	1	0	3
Hisonotus hungy	1	?	2	?	1	0	3
Aphyosemion zygaima	1	?	2	?	1	0	3
Chrysichthys wagenaari	1	1	2	2	0	0	3
Aphyosemion lefiniense	1	?	2	?	1	0	3
Glyptothorax stocki	1	?	2	?	1	0	3
Hypostomus garmani	1	?	2	?	1	0	3
Aldrovandia phalacra	?	1	?	1	0	1	3
Sternarchorhynchus hagedornae	1	0	1	0	1	1	2
Scomberoides tol	1	?	1	?	1	0	3
Brevoortia tyrannus	1	1	2	1	0	0	3
Arius microcephalus	1	?	2	?	1	0	3
Pseudobalistes fuscus	1	1	1	2	1	1	3
Percopsis transmontana	?	1	?	2	0	1	3
Pseudochromis magnificus	1	1	1	1	1	1	3
Iheringichthys labrosus	1	1	2	2	0	0	3
Phalloceros pellos	1	?	2	?	1	0	3
Pseudoscopelus scriptus	1	?	2	?	1	0	3
Notropis amoenus	1	1	2	2	0	0	3
Sternarchorhynchus mareikeae	1	0	1	0	1	1	2
Micropanchax camerunensis	1	?	2	?	1	0	3
Symphurus trewavasae	0	0	0	0	1	1	0
Cottus transsilvaniae	1	?	1	?	1	0	3
Nothobranchius steinforti	1	?	2	?	1	0	3
Gastropsetta frontalis	1	?	2	?	1	0	3
Neosilurus mollespiculum	1	?	2	?	1	0	3
Liparis adiastolus	1	?	1	?	1	0	3
Epiplatys longiventralis	1	?	2	?	1	0	3
Ageneiosus brevis	1	?	2	?	1	0	3
Hypostomus eptingi	1	?	2	?	1	0	3
Bathypterois phenax	?	1	?	2	0	1	3
Moxostoma macrolepidotum	?	1	?	2	0	0	3
Ophthalmolycus andersoni	1	?	1	?	1	0	3
Metelectrona ahlstromi	?	1	?	2	0	1	3
Limnichthys nitidus	1	?	1	?	1	0	3
Xestochilus nebulosus	?	0	?	0	0	1	2
Anguilla dieffenbachii	1	0	1	0	1	1	2
Hypophthalmus oremaculatus	1	?	2	?	1	0	3
Profundulus portillorum	1	?	2	?	1	0	3
Diaphus perspicillatus	?	1	?	2	0	1	3
Synodontis eupterus	1	1	2	2	0	0	3
Gymnothorax dovii	0	0	0	0	1	1	0
Serrapinnus micropterus	?	1	?	2	0	1	3
Lasiancistrus heteracanthus	1	?	2	?	1	0	3
Tylerius spinosissimus	1	1	1	2	1	1	3
Micropanchax pfaffi	1	?	2	?	1	0	3
Nannobrachium atrum	?	1	?	2	0	1	3
Caranx senegallus	1	?	1	?	1	0	3
Heptapterus ornaticeps	1	?	2	?	1	0	3
Cottus volki	1	?	1	?	1	0	3
Zaireichthys flavomaculatus	1	?	2	?	1	0	3
Poeciliopsis gracilis	1	?	2	?	1	0	3
Thalassoma robertsoni	1	?	1	?	1	0	3
Neosilurus hyrtlii	1	1	2	2	1	0	3
Ecsenius taeniatus	1	?	1	?	1	0	3
Rineloricaria stellata	1	?	2	?	1	0	3
Lepidotrigla lepidojugulata	1	?	1	?	1	0	3
Hippocampus abdominalis	?	0	?	0	0	1	2
Prionurus microlepidotus	1	1	1	1	1	1	3
Psednos cathetostomus	1	?	1	?	1	0	3
Apterichtus australis	?	0	?	0	0	1	2
Pseudobagrus sinyanensis	1	?	2	?	1	0	3
Astyanax orbignyanus	1	?	2	?	1	0	3
Xenocephalus australiensis	1	?	2	?	1	0	3
Eustomias schmidti	?	1	?	1	0	1	3
Porochilus rendahli	1	1	2	2	1	0	3
Matsubaraea fusiforme	1	?	2	?	1	0	3
Macrocephenchelys brachialis	1	0	1	0	0	0	2
Panaqolus maccus	1	1	2	2	0	0	3
Pareiorhaphis regani	1	?	2	?	1	0	3
Gymnotus obscurus	1	0	1	0	1	1	2
Halosauropsis macrochir	?	1	?	1	0	1	3
Retropinna semoni	1	?	2	?	1	0	3
Pseudobagrus fui	1	?	2	?	1	0	3
Pillaia kachinica	1	0	1	0	0	0	2
Malthopsis gigas	1	?	2	?	1	0	3
Porichthys notatus	1	1	2	2	1	1	3
Tosarhombus brevis	1	1	1	1	1	1	3
Gymnothorax kolpos	0	0	0	0	1	1	0
Prionotus scitulus	1	?	1	?	1	0	3
Bathyclarias rotundifrons	1	?	1	?	1	0	3
Astroblepus retropinnus	1	?	2	?	1	0	3
Lycodes caudimaculatus	1	?	1	?	1	0	3
Asterophysus batrachus	1	1	2	2	0	0	3
Istiblennius flaviumbrinus	1	?	1	?	1	0	3
Genidens barbus	1	?	2	?	1	0	3
Symphurus microlepis	0	0	0	0	1	1	0
Trichomycterus paolence	1	?	1	?	1	0	3
Gladioglanis conquistador	1	1	2	2	0	0	3
Apterichtus keramanus	?	0	?	0	0	1	2
Gephyrocharax caucanus	?	1	?	2	0	0	3
Brachirus swinhonis	?	1	?	1	0	1	3
Phalloptychus iheringii	1	?	2	?	1	0	3
Microchirus azevia	?	1	?	1	0	1	3
Squaliforma emarginata	1	?	2	?	1	0	3
Pholis picta	1	?	2	?	1	0	3
Ctenopoma multispine	1	1	1	1	1	1	3
Pimelodella longipinnis	1	?	2	?	1	0	3
Hypophthalmus fimbriatus	1	?	2	?	1	0	3
Astroblepus prenadillus	1	?	2	?	1	0	3
Cyprinodon bondi	1	?	1	?	1	0	3
Brachyhypopomus pinnicaudatus	1	0	1	0	1	1	2
Neonesthes microcephalus	?	1	?	1	0	1	3
Gymnothorax polyuranodon	0	0	0	0	1	1	0
Torquigener parcuspinus	1	1	1	2	1	1	3
Acanthurus nubilus	1	1	1	1	1	1	3
Mimoblennius cas	1	?	1	?	1	0	3
Bunocephalus knerii	1	1	2	1	0	1	3
Symphurus normani	0	0	0	0	1	1	0
Dorosoma anale	1	?	1	?	1	0	3
Zalieutes elater	1	?	2	?	1	0	3
Polymixia nobilis	?	1	?	2	0	1	3
Simpsonichthys rosaceus	1	?	1	?	1	0	3
Histiobranchus bruuni	?	0	?	0	0	1	2
Ancistrus mattogrossensis	1	?	2	?	1	0	3
Gobionotothen acuta	1	?	2	?	1	0	3
Neoniphon opercularis	?	1	?	2	0	1	3
Mastiglanis asopos	1	1	2	2	0	0	3
Poeciliopsis lucida	1	?	2	?	1	0	3
Cynodonichthys brunneus	1	?	1	?	1	0	3
Amphichthys cryptocentrus	1	1	2	2	1	1	3
Auriglobus nefastus	1	1	1	2	1	1	3
Astronesthes oligoa	?	1	?	1	0	1	3
Protomyctophum andriashevi	?	1	?	2	0	1	3
Maulisia microlepis	1	?	1	?	1	0	3
Prionotus martis	1	?	1	?	1	0	3
Gymnelus diporus	1	?	1	?	1	0	3
Limia immaculata	1	?	2	?	1	0	3
Syngnathus insulae	?	0	?	0	0	1	2
Moema piriana	1	?	1	?	1	0	3
Brycinus sadleri	1	1	2	2	0	0	3
Opisthocentrus zonope	1	?	1	?	1	0	3
Xiphophorus alvarezi	1	?	2	?	1	0	3
Halichoeres iridis	1	?	1	?	1	0	3
