taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated
Bellottia_robusta	?	0	?	0	0	0
Typhlobelus_ternetzi	1	0	1	0	0	0
Nessorhamphus_danae	1	0	1	0	0	0
Platyurosternarchus_macrostomus	1	0	2	0	0	0
Alabes_hoesei	0	0	0	0	0	0
Apteronotus_leptorhynchus	1	0	2	0	0	0
Belonion_apodion	1	0	1	0	0	0
Trichomycterus_catamarcensis	1	0	1	0	0	0
Aseraggodes_holcomi	0	1	0	1	0	0
Gymnotus_cylindricus	1	0	2	0	0	0
Amblyopsis_rosae	1	0	1	0	0	0
Neoopisthopterus_cubanus	1	0	1	0	1	0
Apteronotus_albifrons	1	0	2	0	0	0
Pholis_fasciata	1	0	1	0	0	0
Eurypharynx_pelecanoides	1	0	2	0	1	0
Opisthopterus_equatorialis	1	0	1	0	0	0
Magosternarchus_raptor	1	0	2	0	0	0
Sternarchorhamphus_muelleri	1	0	2	0	0	0
Ereunias_grallator	1	0	1	0	0	0
Prodiodon_erinaceus	1	0	1	0	1	0
Simpsonichthys_cholopteryx	1	0	1	0	0	0
Ranzania_laevis	1	0	2	0	0	0
Porotergus_gimbeli	1	0	2	0	0	0
Megupsilon_aporus	1	0	1	0	0	0
Parapteronotus_hasemani	1	0	2	0	0	0
Dolichallabes_microphthalmus	0	1	0	2	0	0
Archaeotetraodon_winterbottomi	1	0	1	0	1	0
Ophisternon_afrum	0	0	0	0	0	0
Gymnotus_anguillaris	1	0	2	0	0	0
Heptadiodon_echinus	1	0	1	0	1	0
Zaprora_silenus	1	0	1	0	0	0
Pristigaster_sp._(DiDario_1999)	1	0&1	1	0&1	1	0
Odontognathus_compressus	1	0	1	0	0	0
Rhabdolichops_troscheli	1	0	2	0	0	0
Sternarchogiton_sp._B_(Albert_2001)	1	0	2	0	0	0
Listrura_camposi	1	0	1	0	0	0
Congrogadus_hierichthys	1	0	1	0	0	0
Apteronotus_apurensis	1	0	2	0	0	0
Proaracana_dubia	1	0	2	0	1	0
Neoopisthopterus_tropicus	1	0	1	0	1	0
Opisthopterus_valenciennesi	1	0	1	0	0	0
Glanapteryx_anguilla	1	0&1	1	0&1	0	0
Rhabdolichops_electrogrammus	1	0	2	0	0	0
Sternopygus_macrurus	1	0	2	0	0	0
Pillaia_indica	1	0	1	0	0	0
Conniella_apterygia	1	0	1	0	0	0
Electrophorus_electricus	1	0	1	0	0	0
Microsternarchus_bilineatus	1	0	2	0	0	0
Neochanna_apoda	1	0	1	0	0	0
Adontosternarchus_sachsi	1	0	2	0	0	0
Sphoeroides_maculatus	1	0	1	0	1	0
Triodon_macropterus	1	0	1	0	0	0
Rhamphichthys_rostratus	1	0	2	0	0	0
Ptilichthys_goodei	1	0	1	0	0	0
Siphonognathus_argyrophanes	1	0	1	0	0	0
Synbranchus_madeirae	0	0	0	0	0	0
Ophisternon_candidum	0	0	0	0	0	0
Rivulus_nudiventris	1	0	1	0	0	0
Megadontognathus_cuyuniense	1	0	2	0	0	0
Opisthopterus_dovii	1	0	1	0	0	0
Simpsonichthys_boitonei	1	0	1	0	0	0
Gymnallabes_typus	0	1	0	2	0	0
Typhlichthys_subterraneus	1	0	1	0	0	0
Aracana_aurita	1	0	2	0	1	0
Racenisia_fimbriipinna	1	0	2	0	0	0
Ostracion_cubicus	1	0	1	0	1	0
Zignoichthys_oblongus	1	0	2	0	1	0
Cetomimoides_parri	1	0	1	0	0	0
Bellottia_apoda	?	0	?	0	0	0
Ophichthus_rex	?	0	?	0	0	0
Papyrocranus_congoensis	1	0	1	0	0	0
Robinsia_catherinae	0	0	0	0	0	0
Pliosteostoma_lutipinnis	1	0	1	0	1	0
Distocyclus_conirostris	1	0	2	0	0	0
Zignodon_fornasieroae	1	0	1	0	1	0
Listrura_nematopteryx	1	0	1	0	0	0
Chendol_keelini	1	0	1	0	0	0
Bellottia_armiger	?	0	?	0	0	0
Lagocephalus_laevigatus	1	0	2	0	0	0
Channallabes_apus	0	1	0	2	0	0
Cyema_atrum	1	0	1	0	0	0
Canthigaster_rostrata	1	0	1	0	1	0
Macrouroides_inflaticeps	1	0	1	0	0	0
Monopterus_boueti	0	0	0	0	0	0
Macrocephenchelys_brachialis	1	0	1	0	0	0
Orthosternarchus_tamandua	1	0	2	0	0	0
Synbranchus_marmoratus	0	0	0	0	0	0
Mastacembelus_apectoralis	0	?	0	?	0	0
Stylephorus_chordatus	1	0	1	0	0	0
Apteronotus_cuchillo	1	0	2	0	0	0
Glanapteryx_niobium	1	0	1	0	0	0
Gigantura_indica	1	0&1	1	0&1	0	0
Sternopygus_sp._(Fink_and_Fink_1981)	1	0	2	0	0	0
Hypopygus_lepturus	1	0	2	0	0	0
Lycenchelys_fedorovi	1	0	1	0	1	0
Simpsonichthys_parallelus	1	0	1	0	0	0
Pygidianops_eigenmanni	1	0	1	0	0	0
Congrogadus_malayanus	1	0	1	0	0	0
Parona_signata	1	0&1	1	0&1	0	0
Kasatkia_memorabilis	1	0	1	0	0	0
Vitiaziella_cubiceps	1	0	1	0	0	0
Prodiodon_tenuispinus	1	0	1	0	1	0
Archaeotetraodon_jamestyleri	1	0	1	0	1	0
Monopterus_cuchia	0	0	0	0	0	0
Symphurus_williamsi	0&1	0	0&1	0	0	1
Lamprogrammus_niger	1	0	1	0	0	0
Chendol_lubricus	1	0	1	0	0	0
Eigenmannia_virescens	1	0	2	0	0	0
Chologaster_cornuta	1	0	1	0	0	0
Ascelichthys_rhodorus	1	0	1	0	1	0
Magosternarchus_duccis	1	0	2	0	0	0
Lamprogrammus_shcherbachevi	1	0	1	0	0	0
Listrura_tetraradiata	1	0	1	0	0	0
Spinacanthus_cuneiformis	?	0	?	0	0	0
Synbranchus_lampreia	0	0	0	0	0	0
Protobalistum_imperialis	?	0	?	0	0	0
Apteronotus_magdalenensis	1	0	2	0	0	0
Monopterus_albus	0	0	0	0	0	0
Neocyema_erythrosoma	0&1	0	0&1	0	0	0
Alabes_brevis	0	0	0	0	0	0
Xenoconger_fryeri	0	0	0	0	0	0
Archolaemus_blax	1	0	2	0	0	0
Hypopomus_artedi	1	0	2	0	0	0
Radiicephalus_elongatus	1	0	1	0	0	0
Sternarchorhynchus_oxyrhynchus	1	0	2	0	0	0
Raconda_russeliana	1	0	1	0	0	0
Gymnorhamphichthys_hypostomus	1	0	2	0	0	0
Macrocephenchelys_brevirostris	1	0	1	0	0	0
Apteronotus_cuchillejo	1	0	2	0	0	0
Steatogenys_elegans	1	0	2	0	0	0
Gymnallabes_nops	0	0	0	0	0	0
Ophisternon_bengalense	0	0	0	0	0	0
Sternarchella_schotti	1	0	2	0	0	0
Gymnotus_carapo	1	0	2	0	0	0
Pristigaster_cayana	1	0&1	1	0&1	1	0
Oligolactoria_bubiki	1	0	1	0	1	0
Bellottia_galatheae	?	0	?	0	0	0
Eolactoria_sorbinii	1	0	1	0	1	0
Listrura_boticario	1	0	1	0	0	0
Miuroglanis_platycephalus	1	0	1	0	0	0
Alabes_parvula	0	0	0	0	0	0
Pshekhadiodon_parini	1	0	1	0	1	0
Aphanius_apodus	1	0	1	0	0	0
Trinectes_maculatus	0	1	0	1	0	1
Plagiotremus_iosodon	1	0	1	0	1	0
Eigenmannia_sp._(Fink_and_Fink_1981)	1	0	2	0	0	0
Sternarchogiton_nattereri	1	0	2	0	0	0
Typhlobelus_macromycterus	1	0	1	0	0	0
Ophisternon_infernale	0	0	0	0	0	0
Diodon_holocanthus	1	0	1	0	1	0
Mola_mola	1	0	2	0	0	0
Adontosternarchus_sp._(Fink_and_Fink_1981)	1	0	2	0	0	0
Alabes_dorsalis	0	1	0	1	0	0
Kentrocapros_aculeatus	1	0	2	0	1	0
Hephthocara_simum	?	0	?	0	0	0
Acanthostracion_quadricornis	1	0	1	0	1	0
Echiophis_punctifer	?	0	?	0	0	0
Xiphias_gladius	1	0	1	0	0	0
Cyprinodon_diabolis	1	0	1	0	0	0
Sternarchella_sima	1	0	2	0	0	0
Bihunichthys_monopteroides	1	0	1	0	0	0
Opisthopterus_tardoore	1	0	1	0	0	0
Icosteus_aenigmaticus	1	0&1	1	0&1	0	0
Desmodema_lorum	1	0	1	0	0	0
Centrophryne_spinulosa	1	0	1	0	0	0
Chaudhuria_fusipinnis	1	0	1	0	0	0
Ophisternon_aenigmaticum	0	0	0	0	0	0
Thermobiotes_mytilogeiton	0	0	0	0	0	1
Anguilla_rostrata	1	0	1	0	1	0
Compasaria_sp._1_(Albert_2001)	1	0	2	0	0	0
Speoplatyrhinus_poulsoni	1	0	1	0	0	0
Lycenchelys_hureaui	1	0	1	0	1	0
Opisthopterus_macrops	1	0	1	0	0	0
Lycenchelys_monstrosa	1	0	1	0	1	0
Eotetraodon_pygmaeus	1	0	2	0	1	0
Odontognathus_mucronatus	1	0	1	0	0	0
Rhodichthys_regina	1	0	1	0	0	0
Robia_legula	1	0&1	1	0&1	0	0
Chilomycterus_schoepfii	1	0	1	0	1	0
Lamprogrammus_fragilis	1	0	1	0	0	0
Neoceratias_spinifer	1	0	1	0	0	0
Compsaraia_compsus	1	0	2	0	0	0
Idiacanthus_atlanticus	0	1	0	1	0	0
Pillaia_kachinica	1	0	1	0	0	0
Gymnarchus_niloticus	1	0	1	0	0	0
Sternopygus_astrabes	1	0	2	0	0	0
Hephthocara_crassiceps	?	0	?	0	0	0
Rachycentron_canadum	1	1	1	2	0	0
Desmodema_polystictum	1	0	1	0	0	0
Lycenchelys_xanthoptera	1	0	1	0	1	0
Apodocreedia_vanderhorsti	1	0	1	0	0	0
Brachyhypopomus_brevirostris	1	0	2	0	0	0
Platytroctes_apus	1	0	1	0	0	0
Derichthys_serpentinus	1	0	1	0	0	0
Plagiotremus_spilistius	1	0	1	0	1	0
Eumecichthys_fiski	1	0	1	0	0	0
Forbesichthys_agassizii	1	0	1	0	0	0
Opisthopterus_effulgens	1	0	1	0	0	0
Chaudhuria_caudata	1	0	1	0	0	0
Neochanna_diversus	1	0	1	0	0	0
Eigenmannia_humboldtii	1	0	2	0	0	0
Scytalina_cerdale	1	0	2	0	0	0
Ataxolepis_apus	1	0	1	0	0	0
Lamprogrammus_exutus	1	0	1	0	0	0
Channa_nox	1	0	1	0	1	0
Lamprogrammus_brunswigi	1	0	1	0	0	0
Snyderidia_canina	1	0	1	0	0	0
Nessorhamphus_ingolfianus	1	0	1	0	0	0
Demissolinea_novaeguineensis	1	0	2	0	0	0
Eremophilus_mutisii	1	0	1	0	0	0
Lycenchelys_nanospinata	1	0	1	0	1	0
Bellottia_cryptica	?	0	?	0	0	0
Kasatkia_seigeli	1	0	1	0	0	0
Gigantura_chuni	1	0&1	1	0&1	0	0
Garo_khajuriai	1	0	1	0	0	0
Papyrocranus_afer	1	0	1	0	0	0
Hypoptychus_dybowskii	1	0	1	0	0	0
Odontognathus_panamensis	1	0	1	0	0	0
Nectoliparis_pelagicus	1	0	1	0	0	0
Macrognathus_pancalus	1	0	1	0	0	0
Gasterosteus_aculeatus	1	0&1	1	0&1	0	0
Parastromateus_niger	1	0&1	1	0&1	0	0
Nagaichthys_filipes	1	0	1	0	0	0
Nocomis_effusus	1	1	2	2	0	0
Genus_7_sp._(Bockmann_1998)	1	1	2	2	0	0
Brachysynodontis_batensoda	1	1	2	2	0	0
Pseudobunocephalus_bifidus	1	?	2	?	0	0
Stomias_boa	1	1	1	1	0	0
Hara_hara	1	1	2	2	0	0
Microglanis_poecilus	1	1	2	2	0	0
Lithoxus_lithoides	1	1	2	2	0	0
Cyprinella_nivea	1	1	2	2	0	0
Capromimus_abbreviatus	1	1	2	2	0	0
Notropis_sp._""sawfin_shiner""_(Coburn_and_Cavender_1992)	1	1	1	1	0	0
Pterodoras_rivasi	1	?	2	?	0	0
Bunocephalus_sp._(Friel_1994)	1	1	2	1	0	1
Macroparalepis_affinis	1	1	2	2	0	0
Parachromis_loisellei	?	1	?	2	0	0
Synodontis_angelica	1	1	2	2	0	0
Ancharius_fuscus	1	1	2	2	1	0
Dolichancistrus_cobrensis	1	1	2	2	0	0
Glyptothorax_cous	1	1	2	2	0	0
Aspredinichthys_tibicen	1	1	2	2	0	0
Pseudobunocephalus_amazonicus	1	?	2	?	0	0
Microdevario_kubotai	1	?	2	?	0	0
Ictalurus_mexicanus	1	1	2	2	0	0
Pylodictis_olivaris	1	1	2	2	0	0
Hyalobagrus_ornatus	1	1	2	2	0	0
Cyttus_traversi	1	1	2	2	0	0
Hydrolycus_scomberoides	1	1	2	2	0	0
Lepidonotothen_squamifrons	1	?	2	?	0	0
Cetopsidium_minutum	1	1	2	2	0	0
Brachyrhamdia_marthae	1	1	2	2	0	0
Mimagoniates_barberi	?	1	?	2	0	0
Astroblepus_sp._(Fink_and_Fink_1981)	1	1	2	1	0	0
Imparfinis_sp._n._(Bockman_1998)	1	1	2	2	0	0
Pimelodus_pictus	1	1	2	2	0	0
Netuma_bilineata	1	1	2	2	0	0
Micralestes_cf._acutidens_(Zanata_and_Vari_2005)	1	1	2	2	0	0
Chalceus_epakros	1	1	2	2	0	0
Plicofollis_polystaphylodon	1	1	2	2	0	0
Cetopsorhamdia_iheringi	1	1	2	2	0	0
Pseudecheneis_sulcata	1	1	2	2	0	0
Hemitremia_flammea	1	1	2	2	0	0
Scopelosaurus_hoedti	1	1	2	2	0	0
Xenurobrycon_pteropus	?	1	?	2	0	0
Cetopsidium_orientale	1	1	2	2	0	0
Pogonopoma_parahybae	1	1	2	2	0	0
Leptolepis_coryphaenoides	1	1	2	1	0	0
Astroblepus_sp._(Britto_2003)	1	?	2	?	0	0
Phenacobius_crassilabrum	1	1	2	2	0	0
Schizolecis_guntheri	1	1	2	2	0	0
Peckoltia_sp._2_(Armbruster_2004)	1	1	2	2	0	0
Brachyrhamdia_meesi	1	1	2	2	0	0
Ameiurus_natalis	1	1	2	2	0	0
Xyliphius_melanopterus	1	1	2	2	0	0
Ariopsis_felis	1	1	2	2	0	0
Notoscopelus_resplendens	1	1	2	2	0	0
Zenopsis_conchifer	1	1	2	2	0	0
Pseudolithoxus_anthrax	1	1	2	2	0	0
Parakysis_verrucosus	1	1	2	2	0	0
Gephyrocharax_chocoensis	?	1	?	2	0	0
Hypostomus_albopunctatus	1	1	2	2	0	0
Cynopotamus_tocantinensis	1	?	2	?	0	0
Mylocheilus_caurinus	1	1	2	2	0	0
Carpiodes_carpio	1	1	2	1	0	0
Cetopsis_motatanensis	1	1	2	2	0	0
Goeldiella_eques	1	1	2	2	0	0
Pterygoplichthys_pardalis	1	1	2	2	0	0
Notropis_chrosomus	1	1	2	2	0	0
Bunocephalus_amaurus	1	1	2	1	0	1
Neoarius_graeffei	1	1	2	2	0	0
Corydoras_polystictus	1	?	2	?	0	0
Ameiurus_melas	1	1	2	2	0	0
Epapterus_blohmi	1	1	2	2	0	0
Acestrorhynchus_pantaneiro	1	?	2	?	0	0
Silurus_glanis	1	1	2	2	0	0
Centromochlus_romani	1	1	2	2	0	0
Bagrus_bajad	1	1	2	2	0	0
Aphanotorulus_ammophilus	1	1	2	2	0	0
Synodontis_schall	1	1	2	2	0	0
Phenacorhamdia_unifasciata	1	1	2	2	0	0
Erethistes_sp._(Chen_1994)	1	?	2	?	0	0
Pareiorhaphis_cameroni	1	1	2	2	0	0
Kryptopterus_limpok	1	1	2	2	0	0
Bunocephalus_coracoideus	1	1	2	2	0	0
Rhinichthys_falcatus	1	1	2	2	0	0
Pseudancistrus_brevispinis	1	1	2	2	0	0
Paraliparis_bathybius	1	0	2	0	0	1
Pangasius_nasutus	1	1	2	2	1	0
Cetopsorhamdia_sp._n._A_(Bockmann_1998)	1	1	2	2	0	0
Cephalosilurus_apurensis	1	1	2	2	0	0
Trachinocephalus_myops	1	1	2	2	0	0
Chiloglanis_batesii	1	1	2	2	0	0
Anoplogaster_cornuta	1	1	2	2	0	0
Pseudocyttus_maculatus	1	1	2	2	0	0
Stethopristes_eos	1	1	2	2	0	0
Cetopsorhamdia_picklei	1	1	2	2	0	0
Hepsetus_odoe	1	1	2	1	0	0
Noturus_insignis	1	1	2	2	0	0
Scobinancistrus_pariolispos	1	1	2	2	0	0
Myctophum_affine	1	1	2	2	0	0
Crossoloricaria_venezuelae	1	1	2	2	0	0
Melamphaes_suborbitalis	1	1	2	2	0	0
Exastilithoxus_fimbriatus	1	1	2	2	0	0
Chionobathyscus_dewitti	1	1	2	2	0	0
Centromochlus_reticulatus	1	?	2	?	0	0
Synodontis_nigrita	1	1	2	2	0	0
Corydoras_osteocarus	1	1	2	2	0	0
Pachythrissops_laevis	1	1	2	2	0	0
Allocyttus_verrucosus	1	1	2	2	0	0
Tandanus_tandanus	1	1	2	2	0	0
Kronichthys_sp._1_(Armbruster_2004)	1	1	2	2	0	0
Hydrolycus_tatauaia	1	1	2	2	0	0
Liosomadoras_oncinus	1	1	2	2	0	0
Glyptothorax_sp._(Friel_1994)	1	?	2	?	0	0
Morone_americana	1	1	2	2	0	0
Corydoras_rabauti	1	1	2	2	0	0
Entomocorus_gameroi	1	1	2	2	0	0
Gladioglanis_conquistador	1	1	2	2	0	0
Oryzias_bonneorum	1	1	2	2	0	0
Conta_conta	1	1	2	2	0	0
Netuma_proxima	1	1	2	2	0	0
Piaractus_mesopotamicus	1	1	2	2	0	0
Corydoras_ephippifer	1	?	2	?	0	0
Leiocassis_micropogon	1	1	2	2	0	0
Gasterosteus_wheatlandi	1	1	2	2	0	0
Xenolepidichthys_dalgleishi	1	1	2	2	0	0
Trachelyichthys_decaradiatus	1	1	2	2	0	0
Panaque_sp._(de_Pinna_1993)	1	1	2	2	1	0
Synodus_variegatus	1	1	2	2	0	0
Bagre_marinus	1	1	2	2	0	0
Corydoras_barbatus_sp._I_(Britto_2003)	1	?	2	?	0	0
Oryzias_javanicus	1	1	2	2	0	0
Schilbe_mystus	1	1	2	2	0	0
Doras_carinatus	1	1	2	2	0	0
Careproctus_cypselurus	1	?	2	?	0	0
Platydoras_sp._(Royero_1999)	1	1	2	2	0	0
Notropis_imeldae	1	1	2	2	0	0
Rhaphiodon_vulpinus	1	1	2	2	0	0
Euchilichthys_guentheri	1	1	2	1	0	0
Phenacogrammus_urotaenia	1	1	2	2	0	0
Centromochlus_existimatus	1	1	2	2	0	0
Encheloclarias_tapeinopterus	1	1	1	2	1	0
Cetopsis_arcana	1	1	2	2	0	0
Amblydoras_sp._(Friel_1994)	1	?	2	?	0	0
Corydoras_trilineatus	1	?	2	?	0	0
Pseudomystus_myersi	1	1	2	2	0	0
Sudis_atrox	1	1	2	2	0	0
Genus_6_sp._(Bockmann_1998)	1	1	2	2	0	0
Phreatobius_cisternarum	1	1	2	2	0	0
Acestrorhynchus_grandoculis	1	?	2	?	0	0
Oryzias_dancena	1	1	2	2	0	0
Chrysichthys_johnelsi	1	1	2	2	0	0
Diplomystes_sp._(Vigliotta_2008)	1	1	2	2	0	0
Euchilichthys_royauxi	1	1	2	2	0	0
Sisor_rabdophorus	1	1	2	2	0	0
Pseudeutropius_brachypopterus	1	1	2	2	0	0
Ictalurus_pricei	1	1	2	2	0	0
Cetopsidium_morenoi	1	1	2	2	0	0
Hypostomus_plecostomoides	1	1	2	2	0	0
Ameiurus_nebulosus	1	1	2	1	0	0
Myoglanis_sp._(Bockmann_1998)	1	1	2	2	0	0
Paraliparis_copei	1	0	2	0	0	1
Ictalurus_australis	1	1	2	2	0	0
Corydoras_loretoensis	1	?	2	?	0	0
Hemisorubim_platyrhynchos	1	1	2	2	0	0
Lophiosilurus_alexandri	1	?	2	?	0	0
Hemibagrus_baramensis	1	1	2	2	0	0
Loricariichthys_brunneus	1	1	2	2	0	0
Clarias_sp._(Fink_and_Fink_1981)	1	1	2	1	0	0
Phenacogrammus_altus	1	1	2	1	0	0
Yunnanilus_pleurotaenia	1	1	2	2	0	0
Synodontis_?_sp._(Royero_1999)	1	1	2	2	0	0
Mystus_cavasius	1	1	2	2	0	0
Notropis_dorsalis	1	1	2	2	0	0
Rhamdiopsis_moreirai	1	1	2	2	0	0
Asterophysus_batrachus	1	1	2	2	0	0
Hypophthalmus_edentatus	1	1	2	2	0	0
Elops_hawaiensis	1	1	2	1	0	0
Phenacobius_teretulus	1	1	2	2	0	0
Corydoras_bicolor	1	?	2	?	0	0
Hemigrammopetersius_barnardi	1	1	2	2	0	0
Synodontis_katangae	1	1	2	2	0	0
Pareiorhina_rudolphi	1	1	2	2	0	0
Erimyzon_tenuis	?	1	?	2	0	0
Pseudobunocephalus_iheringii	1	?	2	?	0	0
Liobagrus_obesus	1	?	2	?	0	0
Ictalurus_lupus	1	1	2	2	0	0
Brachyglanis_nocturnus	1	1	2	2	0	0
Hemipsilichthys?_(Armbruster_2004)	1	1	2	2	0	0
Cetopsis_coecutiens	1	1	2	2	0	0
Anodus_elongatus	1	1	2	1	0	0
Noturus_stigmosus	1	1	2	2	0	0
Cichlasoma_beani	?	1	?	2	0	0
Gnathobagrus_depressus	1	1	2	2	0	0
Anchoa_lyolepis	?	1	?	1	0	0
Hisonotus_notatus	1	?	2	?	0	0
Oryzias_minutillus	1	1	2	2	0	0
Chrysichthys_cranchii	1	1	2	2	0	0
Rita_rita	1	1	2	2	0	0
Genus_12_sp._(Bockmann_1998)	1	1	2	2	0	0
Platydoras_costatus	1	1	2	2	0	0
Ictalurus_balsanus	1	1	2	2	0	0
Engraulis_sp._(Arratia_1999)	1	1	2	2	0	0
Atherinomorus_stipes	?	1	?	2	0	0
Protoclupea_atacamensis	1	1	2	2	0	0
Tatia_creutzbergi	1	1	2	2	0	0
Trichomycteridae_sp._(de_Pinna_1993)	1	1	1	2	1	0
Phenacogrammus_ansorgii	1	1	2	2	0	0
Lebiasina_provenzanoi	1	?	2	?	0	0
Chaca_bankanensis	1	1	2	2	1	0
Chasmocranus_longior	1	1	2	2	0	0
Protacanthodes_ombonii	1	1	2	1	1	0
Batasio_batasio	1	1	2	2	0	0
Ichthyborus_ornatus	1	1	2	1	0	0
Phenacorhamdia_sp._B_(Bockmann_1998)	1	1	2	2	0	0
Brachyglanis_frenatus	1	1	2	2	0	0
Erethistes_sp._(de_Pinna_1993)	1	1	2	2	1	0
Curimata_macrops	1	1	2	1	0	0
Pseudotrichonotus_altivelis	1	1	2	2	0	0
Hoplosternum_littorale	1	1	2	2	0	0
Loricariichthys_labialis	1	1	2	2	0	0
Acrochordonichthys_pachyderma	1	?	2	?	0	0
Brachypetersius_altus	1	1	2	2	0	0
Acrochordonichthys_rugosus	1	1	2	2	0	0
Siluranodon_auritus	1	1	2	2	0	0
Nemacheilus_rupecula	1	1	2	2	0	0
Gephyrocharax_melanocheir	?	1	?	2	0	0
Eutropiichthys_vacha	1	1	2	2	0	0
Danionella_mirifica	1	?	2	?	0	0
Baryancistrus_niveatus	1	1	2	2	0	0
Neoscopelus_macrolepidotus	1	1	2	2	0	0
Pimelodella_sp._n._(Bockmann_1998)	1	1	2	2	0	0
Ageneiosus_atronasus	1	1	2	2	1	0
Hemisynodontis_membranaceus	1	1	2	2	0	0
Platystomatichthys_sturio	1	1	2	2	0	0
Cheilinus_chlorourus	1	1	2	2	0	0
Imparfinis_sp._B_(Bockmann_1998)	1	1	2	2	0	0
Macrurocyttus_acanthopodus	1	1	2	2	0	0
Cranoglanis_bouderius	1	1	2	2	0	0
Charitosomous_lineolatus	1	1	2	1	0	0
Pseudolaguvia_shawi	1	1	2	2	0	0
Cichlasoma_festae	?	1	?	2	0	0
Clarias_nieuhofii	1	1	1	2	1	0
Akysis_sp._(Friel_1994)	1	?	2	?	0	0
Oxyropsis_carinata	1	1	2	2	0	0
Ernstichthys_sp._(de_Pinna_1996)	1	?	2	?	0	0
Platystacus_sp._(Mo_1991)	1	1	2	2	0	0
Roestes_molossus	1	1	2	2	0	0
Chrysichthys_brachynema	1	1	2	2	0	0
Chiloglanis_macropterus	1	1	2	2	0	0
Pseudacanthicus_leopardus	1	1	2	2	0	0
Cyclocheilichthys_armatus	?	1	?	2	0	0
Allocyttus_niger	1	1	2	2	0	0
Trachycorystes_trachycorystes	1	1	2	2	0	0
Denticetopsis_praecox	1	1	2	2	0	0
Tatia_aulopygia	1	?	2	?	0	0
Myoglanis_potaroensis	1	1	2	2	0	0
Omosudis_lowii	1	1	2	2	0	0
Otocinclus_vittatus	1	1	2	2	0	0
Brycinus_derhami	1	1	2	2	0	0
Liparis_montagui	1	?	2	?	0	0
Proeutropiichthys_taakree	1	1	2	2	0	0
Entomocorus_benjamini	1	1	2	2	0	0
Trachelyopterus_galeatus	1	1	2	2	0	0
Nangra_nangra	1	1	2	2	0	0
Micralestes_elongatus	1	1	2	2	0	0
Chandramara_chandramara	1	1	2	2	0	0
Centromochlus_concolor	1	?	2	?	0	0
Adrianichthys_roseni	1	1	2	2	0	0
Akysis_sp._1_(Chen_1994)	1	?	2	?	0	0
Hemibagrus_menoda	1	1	2	2	0	0
Hoplosternum_magdalenae	1	?	2	?	0	0
Bryconaethiops_microstoma	1	1	2	2	0	0
Amphilius_jacksonii	1	1	2	2	0	0
Plotosus_limbatus	1	1	2	2	1	0
Cyclopterus_lumpus	1	?	2	?	0	0
Notarius_grandicassis	1	1	2	2	0	0
Clupea_harengus	1	1	1	1	1	0
Auchenipterus_sp._(de_Pinna_1993)	1	1	2	2	1	0
Hygophum_macrochir	?	1	?	2	0	0
Liparis_fabricii	1	?	2	?	0	0
Liposarcus_sp._(Friel_1994)	1	?	2	?	0	0
Pseudobunocephalus_lundbergi	1	?	2	?	0	0
Pariolius_armillatus	1	1	2	2	0	0
Oryzias_matanensis	1	1	2	2	0	0
Megalodoras_uranoscopus	1	1	2	2	0	0
Trichomycterus_alternatus	1	?	2	?	0	0
Phractocephalus_hemioliopterus	1	1	2	2	0	0
Cetopsis_gobioides	1	1	2	2	0	0
Loricaria_cataphracta	1	1	2	2	0	0
Rivulus_breviceps	1	1	2	2	0	0
Brycinus_nurse	1	1	2	2	0	0
Plagiotremus_rhinorhynchos	1	1	1	1	1	0
Trichomycterus_itatiayae	1	?	2	?	0	0
Olyra_burmanica	1	1	2	2	0	0
Trichomycterus_reinhardti	1	?	2	?	0	0
Polymixia_lowei	1	1	2	2	0	0
Pterodoras_sp._(Royero_1999)	1	1	2	2	0	0
Elassodiscus_tremebundus	1	?	2	?	0	0
Galeichthys_feliceps	1	1	2	2	0	0
Acanthopsoides_graciroides_(Sawada_1982)	1	1	2	2	0	0
Antigonia_capros	1	1	2	1	0	0
Pterygoplichthys_zuliaensis	1	1	2	2	0	0
Acestrorhynchus_falcatus	1	1	2	2	0	0
Acestridium_discus	1	?	2	?	0	0
Hypostomus_sp._round_snout_2_(Armbruster_2004)	1	1	2	2	0	0
Plagiotremus_phenax	1	1	1	1	1	0
Ameiurus_platycephalus	1	1	2	2	0	0
Cynopotamus_argenteus	1	1	2	2	0	0
Rhoadsia_altipinna	1	1	2	1	0	0
Stemonosudis_rothschildi	1	1	2	2	0	0
Mystus_wolffii	1	1	2	2	0	0
Barbus_versluysii	1	1	2	1	0	0
Pareiorhaphis_nudulus	1	1	2	2	0	0
Chiloglanis_sp._E_(Vigliotta_2008)	1	1	2	2	0	0
Cetopsorhamdia_sp._n._B_(Bockmann_1998)	1	1	2	2	0	0
Notothenia_coriiceps	1	?	2	?	0	0
Schilbe_congensis	1	1	2	2	0	0
Synodontis_victoriae	1	1	2	2	0	0
Synodontis_sorex	1	1	2	2	0	0
Phtheirichthys_lineatus	1	1	2	2	0	0
Evermannella_indica	1	1	2	2	0	0
Hisonotus_taimensis	1	?	2	?	0	0
Oryzias_setnai	1	1	2	2	0	0
Pseudomystus_inornatus	1	1	2	2	0	0
Paralepis_coregonoides	1	1	2	2	0	0
Rhinodoras_sp._(Vigliotta_2008)	1	1	2	2	0	0
Brachypetersius_notospilus	1	1	2	2	0	0
